Symbol	Su	Sb	%elong 
Dimension	MPa	MPa	% 
1             	254,075	176,244	9,15075 
 
Specimen	 1 
OriginalGL	 89,326 	mm	Extenso.GL	 0 mm
 107 	 1,83 	 3,532 	 0 	 0 
 108 	 1,83 	 3,566 	 0 	 0 
 109 	 1,835 	 3,598 	 0 	 0 
 110 	 1,835 	 3,63 	 0 	 0 
 111 	 1,835 	 3,664 	 0 	 0 
 112 	 1,84 	 3,698 	 0 	 0 
 113 	 1,84 	 3,73 	 0 	 0 
 114 	 1,84 	 3,764 	 0 	 0 
 115 	 1,845 	 3,798 	 0 	 0 
 116 	 1,845 	 3,832 	 0 	 0 
 117 	 1,85 	 3,866 	 0 	 0 
 118 	 1,85 	 3,9 	 0 	 0 
 119 	 1,85 	 3,932 	 0 	 0 
 120 	 1,855 	 3,964 	 0 	 0 
 121 	 1,855 	 3,998 	 0 	 0 
 122 	 1,855 	 4,03 	 0 	 0 
 123 	 1,86 	 4,064 	 0 	 0 
 124 	 1,86 	 4,098 	 0 	 0 
 125 	 1,865 	 4,132 	 0 	 0 
 126 	 1,865 	 4,164 	 0 	 0 
 127 	 1,865 	 4,198 	 0 	 0 
 128 	 1,87 	 4,232 	 0 	 0 
 129 	 1,87 	 4,264 	 0 	 0 
 130 	 1,875 	 4,298 	 0 	 0 
 131 	 1,875 	 4,33 	 0 	 0 
 132 	 1,88 	 4,364 	 0 	 0 
 133 	 1,88 	 4,398 	 0 	 0 
 134 	 1,88 	 4,434 	 0 	 0 
 135 	 1,885 	 4,466 	 0 	 0 
 136 	 1,885 	 4,498 	 0 	 0 
 137 	 1,885 	 4,532 	 0 	 0 
 138 	 1,885 	 4,564 	 0 	 0 
 139 	 1,89 	 4,598 	 0 	 0 
 140 	 1,89 	 4,63 	 0 	 0 
 141 	 1,895 	 4,664 	 0 	 0 
 142 	 1,895 	 4,698 	 0 	 0 
 143 	 1,895 	 4,732 	 0 	 0 
 144 	 1,9 	 4,764 	 0 	 0 
 145 	 1,9 	 4,798 	 0 	 0 
 146 	 1,9 	 4,832 	 0 	 0 
 147 	 1,9 	 4,866 	 0 	 0 
 148 	 1,905 	 4,898 	 0 	 0 
 149 	 1,905 	 4,932 	 0 	 0 
 150 	 1,905 	 4,964 	 0 	 0 
 151 	 1,905 	 4,998 	 0 	 0 
 152 	 1,91 	 5,032 	 0 	 0 
 153 	 1,91 	 5,066 	 0 	 0 
 154 	 1,91 	 5,098 	 0 	 0 
 155 	 1,915 	 5,132 	 0 	 0 
 156 	 1,915 	 5,164 	 0 	 0 
 157 	 1,92 	 5,198 	 0 	 0 
 158 	 1,92 	 5,23 	 0 	 0 
 159 	 1,92 	 5,264 	 0 	 0 
 160 	 1,92 	 5,298 	 0 	 0 
 161 	 1,92 	 5,332 	 0 	 0 
 162 	 1,925 	 5,366 	 0 	 0 
 163 	 1,925 	 5,4 	 0 	 0 
 164 	 1,93 	 5,434 	 0 	 0 
 165 	 1,93 	 5,466 	 0 	 0 
 166 	 1,93 	 5,496 	 0 	 0 
 167 	 1,93 	 5,53 	 0 	 0 
 168 	 1,93 	 5,564 	 0 	 0 
 169 	 1,935 	 5,598 	 0 	 0 
 170 	 1,935 	 5,632 	 0 	 0 
 171 	 1,935 	 5,666 	 0 	 0 
 172 	 1,935 	 5,698 	 0 	 0 
 173 	 1,94 	 5,732 	 0 	 0 
 174 	 1,94 	 5,766 	 0 	 0 
 175 	 1,94 	 5,798 	 0 	 0 
 176 	 1,94 	 5,832 	 0 	 0 
 177 	 1,94 	 5,864 	 0 	 0 
 178 	 1,945 	 5,898 	 0 	 0 
 179 	 1,945 	 5,93 	 0 	 0 
 180 	 1,945 	 5,964 	 0 	 0 
 181 	 1,945 	 5,998 	 0 	 0 
 182 	 1,945 	 6,032 	 0 	 0 
 183 	 1,95 	 6,066 	 0 	 0 
 184 	 1,95 	 6,098 	 0 	 0 
 185 	 1,95 	 6,132 	 0 	 0 
 186 	 1,95 	 6,164 	 0 	 0 
 187 	 1,955 	 6,198 	 0 	 0 
 188 	 1,955 	 6,232 	 0 	 0 
 189 	 1,955 	 6,264 	 0 	 0 
 190 	 1,955 	 6,298 	 0 	 0 
 191 	 1,955 	 6,332 	 0 	 0 
 192 	 1,955 	 6,364 	 0 	 0 
 193 	 1,955 	 6,398 	 0 	 0 
 194 	 1,96 	 6,43 	 0 	 0 
 195 	 1,96 	 6,464 	 0 	 0 
 196 	 1,96 	 6,498 	 0 	 0 
 197 	 1,96 	 6,532 	 0 	 0 
 198 	 1,96 	 6,566 	 0 	 0 
 199 	 1,96 	 6,6 	 0 	 0 
 200 	 1,96 	 6,632 	 0 	 0 
 201 	 1,96 	 6,666 	 0 	 0 
 202 	 1,965 	 6,698 	 0 	 0 
 203 	 1,965 	 6,73 	 0 	 0 
 204 	 1,965 	 6,764 	 0 	 0 
 205 	 1,965 	 6,798 	 0 	 0 
 206 	 1,965 	 6,83 	 0 	 0 
 207 	 1,965 	 6,864 	 0 	 0 
 208 	 1,965 	 6,9 	 0 	 0 
 209 	 1,965 	 6,932 	 0 	 0 
 210 	 1,965 	 6,966 	 0 	 0 
 211 	 1,965 	 7 	 0 	 0 
 212 	 1,97 	 7,032 	 0 	 0 
 213 	 1,97 	 7,066 	 0 	 0 
 214 	 1,97 	 7,098 	 0 	 0 
 215 	 1,97 	 7,132 	 0 	 0 
 216 	 1,97 	 7,166 	 0 	 0 
 217 	 1,97 	 7,198 	 0 	 0 
 218 	 1,97 	 7,232 	 0 	 0 
 219 	 1,97 	 7,264 	 0 	 0 
 220 	 1,97 	 7,298 	 0 	 0 
 221 	 1,97 	 7,33 	 0 	 0 
 222 	 1,97 	 7,364 	 0 	 0 
 223 	 1,97 	 7,398 	 0 	 0 
 224 	 1,97 	 7,432 	 0 	 0 
 225 	 1,97 	 7,466 	 0 	 0 
 226 	 1,975 	 7,498 	 0 	 0 
 227 	 1,975 	 7,532 	 0 	 0 
 228 	 1,975 	 7,564 	 0 	 0 
 229 	 1,975 	 7,598 	 0 	 0 
 230 	 1,975 	 7,632 	 0 	 0 
 231 	 1,975 	 7,664 	 0 	 0 
 232 	 1,975 	 7,698 	 0 	 0 
 233 	 1,975 	 7,73 	 0 	 0 
 234 	 1,975 	 7,762 	 0 	 0 
 235 	 1,975 	 7,796 	 0 	 0 
 236 	 1,975 	 7,832 	 0 	 0 
 237 	 1,975 	 7,864 	 0 	 0 
 238 	 1,975 	 7,898 	 0 	 0 
 239 	 1,975 	 7,93 	 0 	 0 
 240 	 1,975 	 7,964 	 0 	 0 
 241 	 1,975 	 8 	 0 	 0 
 242 	 1,975 	 8,034 	 0 	 0 
 243 	 1,975 	 8,066 	 0 	 0 
 244 	 1,975 	 8,098 	 0 	 0 
 245 	 1,975 	 8,132 	 0 	 0 
 246 	 1,97 	 8,166 	 0 	 0 
 247 	 1,975 	 8,2 	 0 	 0 
 248 	 1,975 	 8,232 	 0 	 0 
 249 	 1,975 	 8,266 	 0 	 0 
 250 	 1,97 	 8,3 	 0 	 0 
 251 	 1,97 	 8,332 	 0 	 0 
 252 	 1,97 	 8,366 	 0 	 0 
 253 	 1,97 	 8,398 	 0 	 0 
 254 	 1,97 	 8,432 	 0 	 0 
 255 	 1,97 	 8,466 	 0 	 0 
 256 	 1,97 	 8,498 	 0 	 0 
 257 	 1,97 	 8,532 	 0 	 0 
 258 	 1,97 	 8,566 	 0 	 0 
 259 	 1,965 	 8,6 	 0 	 0 
 260 	 1,965 	 8,634 	 0 	 0 
 261 	 1,965 	 8,666 	 0 	 0 
 262 	 1,96 	 8,7 	 0 	 0 
 263 	 1,96 	 8,734 	 0 	 0 
 264 	 1,96 	 8,768 	 0 	 0 
 265 	 1,955 	 8,8 	 0 	 0 
 266 	 1,955 	 8,832 	 0 	 0 
 267 	 1,95 	 8,866 	 0 	 0 
 268 	 1,95 	 8,9 	 0 	 0 
 269 	 1,945 	 8,932 	 0 	 0 
 270 	 1,94 	 8,966 	 0 	 0 
 271 	 1,94 	 9 	 0 	 0 
 272 	 1,935 	 9,034 	 0 	 0 
 273 	 1,93 	 9,066 	 0 	 0 
 274 	 1,925 	 9,1 	 0 	 0 
 275 	 1,925 	 9,134 	 0 	 0 
 276 	 1,92 	 9,168 	 0 	 0 
 277 	 1,915 	 9,202 	 0 	 0 
 278 	 1,91 	 9,234 	 0 	 0 
 279 	 1,905 	 9,268 	 0 	 0 
 280 	 1,905 	 9,302 	 0 	 0 
 281 	 1,895 	 9,334 	 0 	 0 
 282 	 1,89 	 9,366 	 0 	 0 
 283 	 1,89 	 9,398 	 0 	 0 
 284 	 1,885 	 9,432 	 0 	 0 
 285 	 1,88 	 9,466 	 0 	 0 
 286 	 1,875 	 9,5 	 0 	 0 
 287 	 1,865 	 9,534 	 0 	 0 
 288 	 1,86 	 9,568 	 0 	 0 
 289 	 1,855 	 9,602 	 0 	 0 
 290 	 1,85 	 9,634 	 0 	 0 
 291 	 1,845 	 9,666 	 0 	 0 
 292 	 1,84 	 9,7 	 0 	 0 
 293 	 1,835 	 9,734 	 0 	 0 
 294 	 1,83 	 9,768 	 0 	 0 
 295 	 1,825 	 9,8 	 0 	 0 
 296 	 1,815 	 9,834 	 0 	 0 
 297 	 1,81 	 9,866 	 0 	 0 
 298 	 1,805 	 9,9 	 0 	 0 
 299 	 1,795 	 9,934 	 0 	 0 
 300 	 1,79 	 9,968 	 0 	 0 
 301 	 1,785 	 10,002 	 0 	 0 
 302 	 1,775 	 10,036 	 0 	 0 
 303 	 1,77 	 10,068 	 0 	 0 
 304 	 1,765 	 10,1 	 0 	 0 
 305 	 1,755 	 10,134 	 0 	 0 
 306 	 1,75 	 10,166 	 0 	 0 
 307 	 1,745 	 10,2 	 0 	 0 
 308 	 1,735 	 10,234 	 0 	 0 
 309 	 1,73 	 10,266 	 0 	 0 
 310 	 1,72 	 10,3 	 0 	 0 
 311 	 1,715 	 10,334 	 0 	 0 
 312 	 1,705 	 10,368 	 0 	 0 
 313 	 1,7 	 10,402 	 0 	 0 
 314 	 1,69 	 10,434 	 0 	 0 
 315 	 1,68 	 10,468 	 0 	 0 
 316 	 1,675 	 10,5 	 0 	 0 
 317 	 1,665 	 10,534 	 0 	 0 
 318 	 1,66 	 10,568 	 0 	 0 
 319 	 1,65 	 10,602 	 0 	 0 
 320 	 1,64 	 10,634 	 0 	 0 
 321 	 1,635 	 10,666 	 0 	 0 
 322 	 1,625 	 10,7 	 0 	 0 
 323 	 1,615 	 10,734 	 0 	 0 
 324 	 1,605 	 10,77 	 0 	 0 
 325 	 1,595 	 10,802 	 0 	 0 
 326 	 1,585 	 10,836 	 0 	 0 
 327 	 1,575 	 10,868 	 0 	 0 
 328 	 1,565 	 10,902 	 0 	 0 
 329 	 1,555 	 10,934 	 0 	 0 
 330 	 1,545 	 10,968 	 0 	 0 
 331 	 1,53 	 11 	 0 	 0 
 332 	 1,52 	 11,034 	 0 	 0 
 333 	 1,51 	 11,068 	 0 	 0 
 334 	 1,495 	 11,1 	 0 	 0 
 335 	 1,485 	 11,134 	 0 	 0 
 336 	 1,47 	 11,17 	 0 	 0 
 337 	 1,455 	 11,204 	 0 	 0 
 338 	 1,435 	 11,26 	 0 	 0 
 339 	 1,37 	 11,322 	 0 	 0 
 340 	 ,86 	 11,33 	 0 	 0 
